Parent_ID,order_id,date,text,date_new
671.0,45,,""">3rd of Sep-</time></p>",
671.0,46,,"<p>LEAVES FROM MY JOURNAL</p>

<p><sup>t</sup>ember, and these were the first baptisms performed by proper <br/>
authority upon any of the islands of the sea (to my know-<br/>
ledge) in this dispensation.</p>

<p>Before we left [[Kirtland, Geauga County, Ohio|Kirtland]] some of the leading apostates there <br/>
had tried to discourage Brother [[Jonathan Harriman Hale|Hale]] about going upon his <br/>
mission, telling him he would never baptize any one, and he <br/>
had better remain at home. When Captain [[Justus Ames|Eames]] offered <br/>
himself for baptism, I told Brother Hale to go and baptize <br/>
him, and prove those men [[false prophets|false prophets]], and he did so.</p>

<p>On the following Sabbath I baptized his brother, [[Ebenezer Ames|Ebenezer <br/>
Eames]], another sea captain, and a [[Melana Ames Dyer|young lady]].</p>

<p>Mr. [[Gideon J. Newton|Newton]], the Baptist minister, now commenced a war <br/>
against us, and sent to the [[South Fox Island, Waldo County, Maine|South Island]] for a Mr. [[William Stuart Douglass|Douglass]], a <br/>
[[Methodist|Methodist]] minister (with whom he had been at variance for <br/>
years) to come over and help him put down ""Mormonism.""</p>

<p>Mr. Douglass came over, and they got as many people together <br/>
as they could and held a conference. He railed against <br/>
[[Joseph Smith Jr.|Joseph]], the prophet, and the [[Book of Mormon|Book of Mormon]], and, taking <br/>
that book in his hand, with out-stretched arm, declared that <br/>
he feared none of the judgments of God that would come upon <br/>
him for rejecting it as the word of God. (I never heard what <br/>
his sentiments upon this subject were at the end of his term of <br/>
fourteen years' imprisonment in the [[Thomaston, Knox County, Maine|Thomaston]] Penitentiary, <br/>
for an outrage upon his daughter, the judgment of which <br/>
was given upon the testimony of his wife and daughter.)</p>

<p>I was present and heard Mr. Douglass' speech upon this <br/>
occasion and took minutes of the same. When he closed I <br/>
arose and informed the people that I would meet with them <br/>
next Sunday in the meeting-house, and answer Mr. Douglass, <br/>
and wished him as well as the people to be present.</p>

<p>I informed the people that Mr. Douglass had made many <br/>
false statements against Joseph Smith and the Latter-day <br/>
Saints, with whom he had no acquaintance, and he had mis-<br/>
quoted much scripture, all of which I could correct.</p>

<p>We continued to baptize the people on the [[North Fox Island, Waldo County, Maine|North Island]] <br/>
until we had baptized every person who owned an interest in the <br/>
Baptist meeting-house. I then followed Mr. Douglass home <br/>
to the South Island and preached the gospel to and baptized <br/>
nearly all the members of his church.</p>",
671.0,47,1837-09-17,"<p>GREAT EXCITEMENT UPON BOTH [[Fox Islands, Waldo County, Maine|ISLANDS]].</p>

<p>The excitement became great upon both Fox Islands islands, and on <br/>
Sunday, the <time datetime=""",09/17/1837
671.0,47,,""">17th of September</time>, I met a large assembly from <br/>
both Islands, and took the same subject that Mr. [[William Stuart Douglass|Douglass]] <br/>
had dwelt upon in his remarks against the [[Book of Mormon|Book of Mormon]] <br/>
and our principles.</p>

<p>I spoke two-and-a-half hours, and answered every objection <br/>
against the Book of Mormon, [[Joseph Smith Jr.|Joseph Smith]] or our prin-<br/>
ciples.</p>

<p>I had good attention, and the people seemed satisfied. At <br/>
the close of the meeting Elder [[Jonathan Harriman Hale|Hale]] administered the ordin-<br/>
ance of baptism.</p>

<p>Mr. [[Gideon J. Newton|Newton]], in order to save his cause, went to the main-<br/>
land and brought over several ministers with him and held a <br/>
protracted meeting. They hoped by this to stop the work of <br/>
God, but all to no avail, for the whole people would attend <br/>
our meeting and receive the word of God, and we continued <br/>
to baptize.</p>

<p>We visited the dwellings of most of the inhabitants during <br/>
our sojourn there.</p>

<p>Upon one occasion, while standing upon Mr. [[Ebenezer Waterman Carver|Carver's]] farm <br/>
on the east end of the [[North Fox Island, Waldo County, Maine|North Island]], we counted fifty-five <br/>
islands in that region, the majority of which were not inhabit-<br/>
ed. We also saw twenty ships under sail at the same time.</p>

<p>We had no lack for food while upon the island, for if we did <br/>
not wish to trouble our friends for a dinner, we only had to <br/>
borrow a spade or a hoe and a kettle and go to the beach and <br/>
dig a peck of clams. These, when boiled, would make a <br/>
delicious meal, which we often availed ourselves of.</p>

<p>One day, Elder Hale and I ascended to the top of a high <br/>
granite rock upon the [[South Fox Island, Waldo County, Maine|South Island]], for prayer and supplic-<br/>
ation. We sat down under the shade of a pine tree which <br/>
grew out of a fissure in the rock, and Elder Hale read the<br/>
##Jeremiah 16:16|16th chapter## of [[Book of Jeremiah|Jeremiah]], where mention is made of the <br/>
hunters and fishers that God would send in the last days to <br/>
gather Israel.</p>

<p>Of a truth here we were upon an Island of the sea, standing <br/>
upon a rock where we could survey the gallant ships and also <br/>
the islands, which were as full of rocks, ledges and caves as <br/>
any part of the earth. And what had brought us here? To</p>",
671.0,48,1837-09-06,"<p>LEAVES FROM MY JOURNAL.</p>

<p>search out the [[blood of Ephraim|blood of Ephraim]], the honest and meek of the <br/>
earth, and gather them from those islands, rocks, holes and <br/>
caves of the earth unto Zion.</p>

<p>We prayed, and rejoiced together. The Spirit of God <br/>
rested upon us; we spoke of Christ and the ancient prophets <br/>
and apostles in [[Jerusalem|Jerusalem]]; of [[Nephi (BofM)|Nephi]], [[Alma (BofM)|Alma]], [[Mormon (BofM)|Mormon]] and <br/>
[[Moroni (BofM)|Moroni]] in America; [[Joseph Smith Jr.|Joseph]], [[Hyrum Smith|Hyrum]], [[Oliver Cowdery|Oliver]] and the apostles <br/>
in our own day, and we rejoiced that we were upon the islands <br/>
of the sea searching out the blood of Israel.</p>

<p>While being filled with these meditations and the Spirit of <br/>
God, we fell upon our knees and gave thanks to the God of <br/>
heaven, and felt to pray for all Israel.</p>

<p>After spending most of the day in praise and thanksgiving, <br/>
we descended to the settlement and held a meeting with the <br/>
people.</p>

<p>On the <time datetime=""",09/06/1837
671.0,48,1837-10-02,""">6th of September</time> we called upon Captain [[Benjamin Coombs|Benjamin <br/>
Coombs]], and visited his flakes, where he had one thousand <br/>
quintals of codfish drying for the market. They had mostly <br/>
been caught in the region of [[Newfoundland|Newfoundland]]. While we were <br/>
passing [[Carvey|Carvey's Wharf]] our attention was called to a large <br/>
school of mackerel playing by the side of the wharf. Several <br/>
men were pitching them out with hooks. We also flung in a <br/>
hook and caught all we wanted, then went on our way.</p>

<p>CHAPTER XII.</p>

<p>RETURN TO THE [[Maine|MAINLAND]]—PARTING WITH BROTHER [[Jonathan Harriman Hale|HALE]]<br/>
—MY SECOND VISIT TO THE [[Fox Islands, Waldo County, Maine|ISLANDS]]—VISIT TO THE [[Isle of Holt, Knox County, Maine|ISLE <br/>
OF HOLT]]—A SIGN DEMANDED BY MR. [[William Stuart Douglass|DOUGLASS]]—A <br/>
PREDICTION ABOUT HIM—ITS SUBSEQUENT FULFILLMENT<br/>
—SPIRIT OF OPPOSITION—FIRING OFF CANNONS AND <br/>
GUNS TO DISTURB MY MEETING.</p>

<p>WE continued to labor, preaching and baptizing, and <br/>
organized a branch of the Church upon each island, <br/>
and, finally, on the <time datetime=""",10/02/1837
671.0,48,,""">2nd of October</time>, we parted from the Saints <br/>
on the [[North Fox Island, Waldo County, Maine|North Island]] to return to [[Scarborough, Cumberland County, Maine|Scarboro]] for a short time.</p>",
671.0,49,1837-10-09,"<p>PART WITH BROTHER [[Jonathan Harriman Hale|HALE]], MY COMPANION.</p>

<p>We walked from [[Thomaston, Knox County, Maine|Thomaston]] to [[Bath, Sagadahoc County, Maine|Bath]], a distance of forty-six <br/>
miles, in one day, and at the latter place attended a [[Baptist|Baptist]] <br/>
convention. I also preached there to a large congregation in the <br/>
evening, and the people gave good attention and wished <br/>
to learn more about our doctrines.</p>

<p>On the following day we walked thirty-six miles to [[Portland, Cumberland County, Maine|Portland]], <br/>
and the next day to [[Scarborough, Cumberland County, Maine|Scarboro]]. Here I again met with my [[Phebe Whittemore Carter Woodruff|wife]] <br/>
and her [[Ezra Carter, b. 1773|father's]] family.</p>

<p>The time had come for me to give the parting hand to <br/>
Brother Jonathan H. Hale. We had traveled during the sea-<br/>
son over two thousand miles together, with our hearts and <br/>
spirits well united.</p>

<p>He felt it his duty to return to his family at [[Kirtland, Geauga County, Ohio|Kirtland]], but <br/>
duty called me to return to my field of labor upon the [[Fox Islands, Waldo County, Maine|islands]].</p>

<p>On the <time datetime=""",10/09/1837
671.0,49,1837-10-28,""">9th of October</time> I accompanied Brother Hale one <br/>
mile upon his journey. We retired to a grove and knelt down <br/>
and prayed together, and had a good time, and, after com-<br/>
mending each other to God, we parted, he to return to <br/>
Kirtland and I to Fox Islands.</p>

<p>I spent fourteen days visiting the Saints and friends, and <br/>
holding meetings among them, and on the <time datetime=""",10/28/1837
671.0,49,1837-11-01,""">28th of October</time> I <br/>
took leave of Father Carter and family, and in company with <br/>
my wife rode to Portland, and spent the night with my broth-<br/>
er-in-law, [[Ezra Carter, b. 1804|Ezra Carter]].</p>

<p>A severe storm arose, so we could not go to sea until <time datetime=""",11/01/1837
671.0,49,1837-11-05,""">No-<br/>
vember 1st</time>, when we took steamer to [[Owls Head, Knox County, Maine|Owl's Head]], carriage to <br/>
Thomaston and sloop to Fox Islands.</p>

<p>My second visit to these islands was made under very differ-<br/>
ent circumstances to the first. On my first visit I was an <br/>
entire stranger to the people, and they were strangers to the <br/>
gospel, but upon my second I met many Saints who had <br/>
received the gospel, and who hailed me, and my companion <br/>
also, with glad hearts.</p>

<p>On Sunday, the <time datetime=""",11/05/1837
671.0,49,,""">5th of November</time>, I met with a large <br/>
assembly of Saints and friends, and again commenced baptiz-<br/>
ing such as would receive my testimony.</p>

<p>After visiting the [[North Fox Island, Waldo County, Maine|North Island]] and holding meetings with <br/>
the Saints there, and baptizing two after meeting, I embarked <br/>
on board a sloop, with Captain [[Benjamin Coombs|Coombs]], for another island</p>",
671.0,50,1837-12-13,"<p>LEAVES FROM MY JOURNAL.</p>

<p>called the [[Isle of Holt, Knox County, Maine|Isle of Holt]]. We arrived at noon, and I preached <br/>
to the people at night in their school-house, and had an <br/>
attentive audience. I spent the night with [[John Turner|John Turner]], <br/>
Esq., who purchased a copy of the [[Book of Mormon|Book of Mormon]].</p>

<p>On the following day we returned to [[Fox Islands, Waldo County, Maine|Fox Islands]], and as <br/>
St. [[Paul (NT)|Paul]] once had to row hard to make the land in a storm, <br/>
we had to row hard to make it in a calm.</p>

<p>After preaching on the [[North Fox Island, Waldo County, Maine|North Island]] again and baptizing <br/>
two persons at the close of the meeting, I returned again to <br/>
the [[Maine|mainland]] in company with Mrs. [[Phebe Whittemore Carter Woodruff|Woodruff]] and others, <br/>
where I spent fifteen days, during which time I visited among <br/>
the people, held twelve meetings and baptized several persons.</p>

<p>On the <time datetime=""",12/13/1837
671.0,50,1837-12-20,""">13th of December</time> I returned again to the North <br/>
Island, where I held several meetings, and then crossed over <br/>
to the [[South Fox Island, Waldo County, Maine|South Island]].</p>

<p>On the <time datetime=""",12/20/1837
671.0,50,1837-12-26,""">20th of December</time> I spent an hour with Mr. [[Isaac Crockett|Isaac <br/>
Crockett]] in clearing away large blocks of ice from the water <br/>
in a cove, in order to baptize him, which I did when the tide <br/>
came in. I also baptized two more in the same place on the <br/>
<time datetime=""",12/26/1837
671.0,50,1837-12-27,""">26th</time>, and again two others on the <time datetime=""",12/27/1837
671.0,50,1837-12-28,""">27th</time>.</p>

<p>On the <time datetime=""",12/28/1837
671.0,50,1838-01-01,""">28th</time> I held a meeting at a school-house, when <br/>
William [[William Stuart Douglass|Douglass]], the [[Methodist|Methodist]] minister, came and wanted <br/>
me to work a miracle, that he might believe, and otherwise <br/>
railed against me.</p>

<p>I told him what class of men asked for signs, and that he <br/>
was a wicked and adulterous man, and predicted that the curse <br/>
of God would rest upon him, and that his wickedness would <br/>
be made manifest in the eyes of the people. (While visiting <br/>
these islands several years afterwards I learned that the pre-<br/>
diction had really been fulfilled, and that he was serving out a <br/>
fourteen years' term of imprisonment for a beastly crime).</p>

<p>Mrs. Woodruff crossed the thoroughfare in a boat and <br/>
walked ten miles, the length of the island, to meet me, on the <br/>
last day of the year. I held a meeting the same day in the <br/>
school-house, and at the close of the meeting baptized two <br/>
persons in the sea, at full tide, before a large assembly.</p>

<p><time datetime=""",01/01/1838
671.0,50,,""">January 1st, 1838</time>, found me standing upon one of the <br/>
islands of the sea, a minister of the gospel of life offer salva-<br/>
tion unto the people, laboring alone, though blessed with the </p>",
671.0,51,1838-01-13,"<p>ATTEMPTS MADE TO DISTURB MY MEETINGS.</p>

<p>society of Mrs. [[Phebe Whittemore Carter Woodruff|Woodruff]], my companion. I had been declar-<br/>
ing the word of the Lord through the [[Fox Islands, Waldo County, Maine|islands]] many days, the <br/>
Spirit of God was working among the people, prejudice was <br/>
giving way, and the power of God was manifest by signs fol-<br/>
lowing those who believed.</p>

<p>I spent this New Year's Day visiting the Saints and their <br/>
neighbors, and met a congregation at Captain [[Charles Brown|Chas. Brown’s]], <br/>
where I spoke to them for a while, and at the close of my <br/>
remarks led three persons down into the sea and baptized <br/>
them. Two of these were sea captains, namely, Charles <br/>
Brown, and [[Jesse Coombs|Jesse Coombs]], and the third was the [[Desire Harding Coombs|wife]] of Cap-<br/>
tain Coombs. After confirming them we spent the evening in <br/>
preaching, singing and praying.</p>

<p>I held meetings almost daily with the Saints up to the <time datetime=""",01/13/1838
671.0,51,,""">13th</time>, <br/>
when I crossed to the [[North Fox Island, Waldo County, Maine|North Island]]. Here I found that the <br/>
seed I had sown was bringing forth fruit. Six persons were <br/>
ready for baptism.</p>

<p>But my mission upon these islands was not an exception to <br/>
the general rule: success did not come without many obstacles <br/>
presenting themselves. Those who rejected the word were <br/>
frequently inspired by the evil one to make an attempt at per-<br/>
secution.</p>

<p>Some of those who felt to oppose me went down to the har-<br/>
bor and got a swivel and small arms, and planted them close <br/>
by the school-house, near the sea shore, and while I was <br/>
speaking they commenced firing their cannon and guns. I <br/>
continued speaking in great plainness, but my voice was <br/>
mingled with the report of musketry.</p>

<p>I told the people my garments were clear of the blood of <br/>
the inhabitants of that island, and asked if any wished to <br/>
embrace the gospel. Two persons came forward and wished <br/>
to be baptized, and I baptized them.</p>

<p>On the following day when I went down to the seaside to <br/>
baptize a man, the rabble commenced firing guns again, as on <br/>
the previous night. I afterwards learned that notices were <br/>
posted up, warning me to leave the town, but I thought it <br/>
was better to obey God than man, and, therefore, did not go.</p>

<p>The next day I baptized three persons, and two days subse-<br/>
quently a couple of others.</p>",
671.0,52,1838-02-15,"<p>LEAVES FROM MY JOURNAL.</p>

<p>I had ample evidence of the fact that lying spirits had gone <br/>
out into the world, for three persons whom I had baptized <br/>
had been visited by Mr. [[William Stuart Douglass|Douglass]], who told them that I <br/>
denied the [[Bible|Bible]] and could not be depended upon; and they <br/>
yielded to his insinuations until the [[Devil|devil]] took possession of <br/>
them, and they were in a disaffected condition, and sent for <br/>
me.</p>

<p>When I met them they were in great affliction, but when I <br/>
instructed them in regard to the principles of the gospel, and <br/>
administered to them, they were delivered from the evil influ-<br/>
ence and rejoiced.</p>

<p>CHAPTER XIII.</p>

<p>MEETING WITH [[James Townsend|JAMES TOWNSEND]]—DECIDE TO GO TO [[Bangor, Penobscot County, Maine|BANGOR]]<br/>
—A LONG JOURNEY THROUGH DEEP SNOW—CURIOUS <br/>
PHENOMENON—REFUSED LODGING AT EIGHT HOUSES—<br/>
ENTERTAINED BY MR. [[Thomas Tapley|TEPPLEY]]—CURIOUS COINCIDENCE<br/>
—MR. TEPPLEY'S DESPONDENCY—ARRIVAL AT BANGOR<br/>
—RETURN TO THE [[Fox Islands, Waldo County, Maine|ISLANDS]]—ADVENTURE WITH THE <br/>
TIDE.</p>

<p>On the <time datetime=""",02/15/1838
671.0,52,,""">15th of February</time> I again crossed to the [[North Fox Island, Waldo County, Maine|North <br/>
Island]], and after remaining there seven days visiting, we <br/>
returned to [[Camden, Knox County, Maine|Camden]]. Here I met Brother James Townsend, <br/>
who had just arrived from [[Scarborough, Cumberland County, Maine|Scarboro]].</p>

<p>I ordained Brother Townsend to the office of an Elder, and <br/>
we concluded to take a journey to Bangor, and offer the <br/>
gospel to the inhabitants of that city.</p>

<p>We undertook the journey on foot in the dead of winter, <br/>
when the snow was very deep, and the first day broke the road <br/>
for seven miles to [[Searsmont, Waldo County, Maine|Scarsmont]]. The day following, it being <br/>
Sunday, we held two meetings, preached the gospel to the <br/>
people, and were kindly entertained.</p>

<p>On the evening of the next day we wallowed through snow-<br/>
drifts for a mile, to meet an appointment to preach in a school-</p>",
671.0,53,1838-02-21,"<p>A LIGHT WITNESSED IN THE HEAVENS.</p>

<p>house, and I got one of my ears frozen on the way; but not-<br/>
withstanding the severity of the weather, we had quite a large <br/>
and attentive audience. We also spent the next two days <br/>
with the people there and held meetings.</p>

<p>On the evening of the <time datetime=""",02/21/1838
